id,user,chat,query,model,stage,status,feedbackscore,date,time,retrycount,feedbackcomment
845,seok,167,"대표 용수공급량 TAGSN(CALC_RDF01HH_MAST_TB) 각각에 대해 서브 TAGSN(CALC_RDF01HH_TRNS_TB) 합산 결과와 실제 일 집계(RDD01DD_TB)가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘.",GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,15:36:42,0,
844,test001,332,"대표 용수공급량 TAGSN(CALC_RDF01HH_MAST_TB) 각각에 대해 서브 TAGSN(CALC_RDF01HH_TRNS_TB) 합산 결과와 실제 일 집계(RDD01DD_TB)가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘.",GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,15:36:42,0,
843,test001,332,"대표 용수공급량 TAGSN(CALC_RDF01HH_MAST_TB) 각각에 대해 서브 TAGSN(CALC_RDF01HH_TRNS_TB) 합산 결과와 실제 일 집계(RDD01DD_TB)가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘.",GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,15:36:42,0,
842,seok,267,"대표 용수공급량 TAGSN(CALC_RDF01HH_MAST_TB) 각각에 대해 서브 TAGSN(CALC_RDF01HH_TRNS_TB) 합산 결과와 실제 일 집계(RDD01DD_TB)가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘.",GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,15:36:42,0,
841,seok,267,"대표 용수공급량 TAGSN(CALC_RDF01HH_MAST_TB) 각각에 대해 서브 TAGSN(CALC_RDF01HH_TRNS_TB) 합산 결과와 실제 일 집계(RDD01DD_TB)가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘.",GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,15:36:42,0,
840,seok,167,2025년 9월 한달 동안 KEPCO 15분 데이터(RDR15MIKEPCO_TB)와 유역 1시간 집계(RDF01HH_TB)를 매칭해 전력 사용량 상관도(상관계수)를 본부별로 계산해줘.,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,15:35:15,0,
839,test001,332,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,15:33:08,0,
838,test001,332,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,15:33:08,0,
837,seok,267,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,15:33:08,0,
836,test001,332,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,15:33:08,0,
835,test001,332,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,15:33:08,0,
834,test001,332,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,15:33:08,0,
833,seok,267,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,15:33:08,0,
832,jhpark,265,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,15:33:08,0,
831,seok,267,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,15:33:08,0,
830,test001,332,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,15:33:08,0,
829,test001,332,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,15:33:08,0,
828,seok,167,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,15:33:08,0,
827,seok,267,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,15:33:08,0,
826,test001,332,2025년 9월 한달 간 권역별 순시 공급량 데이터를 10분 간격으로 추출해 피크 시간대 상위 3개를 알려줘.,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,15:33:08,0,
825,jhpark,265,"데이터처리방식(DATA_PROCESS) 이 서로 다른 태그가 같은 사업장에 혼재하는지 점검하고, 발견 시 사업장/태그/처리방식 목록을 알려줘",GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,15:24:51,0,
824,seok,167,"데이터처리방식(DATA_PROCESS) 이 서로 다른 태그가 같은 사업장에 혼재하는지 점검하고, 발견 시 사업장/태그/처리방식 목록을 알려줘",GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,15:24:51,0,
823,seok,167,"15분 집계(RDR15MI_TB) 기준, 변량별(예: 유량·수위·강우량) 평균/최댓값/최솟값을 본부별로 피벗해서 보여줘.",GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,15:23:16,0,
822,seok,167,2025년9월 한달 간 유역별 1분 원시 수집 누락률을 계산해 비교해줘.,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,15:22:13,0,
821,jhpark,265,"RDITAG_TB에 존재하지 않는 TAGSN이 대표/서브 매핑 테이블들에 등록된 사례가 있는지 찾고, 있다면 테이블명·TAGSN·등록일을 알려줘.",GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,15:18:53,0,
820,seok,167,"RDITAG_TB에 존재하지 않는 TAGSN이 대표/서브 매핑 테이블들에 등록된 사례가 있는지 찾고, 있다면 테이블명·TAGSN·등록일을 알려줘.",GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,15:18:53,0,
819,seok,167,2025년 본부별 전력 공급량 대표 태그와 그에 연결된 서브 태그들의 합산 규칙을 적용해 유역별 전력 공급량 순위 Top 5를 보여줘.,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,15:17:51,0,
818,seok,167,용수공급량 대표 TAGSN 기준으로 사업장별 일간 공급량(일 집계)과 월 누계를 보여줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,15:17:00,0,
817,seok,167,2025년 9월 본부별(또는 유역별) 한전 전력 사용량(15분 데이터) 총합과 전년 동기 대비 증감률을 비교해줘.,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,15:14:18,0,
816,test001,332,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:59:52,0,
815,test001,332,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:59:52,0,
814,seok,267,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:59:52,0,
813,jhpark,265,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:59:52,0,
812,seok,267,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:59:52,0,
811,seok,267,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:59:52,0,
810,test001,332,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:59:52,0,
809,test001,332,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:59:52,0,
808,seok,166,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:59:52,0,
807,seok,267,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:59:52,0,
806,test001,332,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:59:52,0,
805,test001,332,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:59:52,0,
804,test001,332,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:59:52,0,
803,test001,332,2025년 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:59:52,0,
802,seok,166,2025년9월 한전에서 수신한 15분 단위 전력 데이터의 평균값을 일별로 집계해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:59:19,0,
801,seok,267,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:57:34,0,
800,test001,332,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:57:34,0,
799,test001,332,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:57:34,0,
798,test001,332,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:57:34,0,
797,test001,332,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:57:34,0,
796,seok,267,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:57:34,0,
795,test001,332,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:57:34,0,
794,seok,267,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:57:34,0,
793,jhpark,265,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:57:34,0,
792,test001,332,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:57:34,0,
791,seok,267,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:57:34,0,
790,seok,166,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:57:34,0,
789,test001,332,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:57:34,0,
788,test001,332,각 권역별로 2025년 1년동안 수집된 1분 원시 데이터 건수를 비교해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:57:34,0,
787,test001,332,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:56:09,0,
786,seok,267,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:56:09,0,
785,test001,332,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:56:09,0,
784,test001,332,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:56:09,0,
783,test001,332,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:56:09,0,
782,test001,332,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:56:09,0,
781,test001,332,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:56:09,0,
780,seok,166,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:56:09,0,
779,jhpark,265,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:56:09,0,
778,seok,267,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:56:09,0,
777,test001,332,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:56:09,0,
776,test001,332,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:56:09,0,
775,seok,267,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:56:09,0,
774,seok,267,올해 월별 전체 용수 공급량을 작년 동월과 비교해서 보여줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:56:09,0,
773,seok,166,현재 수도권역의 순시 계측 데이터 중 이상값(NULL이거나 0인 경우)을 가진 태그를 찾아줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:52:19,0,
772,seok,165,"전북,강원권역에서 경보 기능(kinu_code)을 가진 태그들의 최근 순시값을 확인해줘",GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:50:50,0,
771,seok,165,권역별 경보 기능(kinu_code)을 가진 태그들의 최근 순시값을 확인해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:49:21,0,
770,seok,165,전북권역에서 경보 기능(kinu_code)을 가진 태그들의 최근 순시값을 확인해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:48:10,0,
769,jhpark,265,본사 공급량 순시 데이터에서 마지막 60분간 급격한 변화(20% 이상)가 있었는지 확인해주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:47:05,0,
768,seok,165,본사 공급량 순시 데이터에서 마지막 60분간 급격한 변화(20% 이상)가 있었는지 확인해주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:47:05,0,
767,seok,165,본사 공급량 순시 데이터에서 마지막 10분간 급격한 변화(20% 이상)가 있었는지 확인해주세요,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:46:15,0,
766,jhpark,265,본사 공급량 순시 데이터에서 마지막 10분간 급격한 변화(20% 이상)가 있었는지 확인해주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:46:15,0,
765,seok,165,각 권역별 순시 데이터 테이블에서 최근 1년 동안 데이터 수집이 중단된 태그가 있는지 확인해주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:45:33,0,
764,test001,332,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:44:11,0,
763,test001,332,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:44:11,0,
762,test001,332,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:44:11,0,
761,test001,332,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:44:11,0,
760,test001,332,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:44:11,0,
759,test001,332,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:44:11,0,
758,test001,332,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:44:11,0,
757,seok,267,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:44:11,0,
756,seok,267,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:44:11,0,
755,seok,165,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:44:11,0,
754,seok,267,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:44:11,0,
753,seok,267,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:44:11,0,
752,jhpark,265,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:44:11,0,
751,test001,332,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:44:11,0,
750,test001,332,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:43:25,0,
749,test001,332,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:43:25,0,
748,test001,332,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:43:25,0,
747,seok,267,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:43:25,0,
746,jhpark,265,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:43:25,0,
745,test001,332,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:43:25,0,
744,test001,332,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:43:25,0,
743,seok,267,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:43:25,0,
742,test001,332,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:43:25,0,
741,test001,332,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:43:25,0,
740,test001,332,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:43:25,0,
739,seok,165,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:43:25,0,
738,seok,267,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:43:25,0,
737,seok,267,태그 변경 이력을 조회해서 최근 1년간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:43:25,0,
736,seok,165,태그 변경 이력을 조회해서 최근 30일간 가장 많이 수정된 태그 TOP 10을 찾아주세요,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:42:51,0,
735,seok,165,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 3달간 데이터를 조회해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:41:34,0,
734,test001,332,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:40:35,0,
733,seok,267,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:40:35,0,
732,jhpark,265,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:40:35,0,
731,test001,332,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:40:35,0,
730,seok,267,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:40:35,0,
729,test001,332,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:40:35,0,
728,test001,332,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:40:35,0,
727,test001,332,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:40:35,0,
726,test001,332,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:40:35,0,
725,test001,332,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:40:35,0,
724,test001,332,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-11,13:40:35,0,
723,seok,267,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:40:35,0,
722,seok,267,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:40:35,0,
721,seok,165,사업장별 전력 사용량과 용수 공급량의 상관관계를 분석하기 위해 최근 30일 데이터를 조회해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:40:35,0,
720,seok,165,권역별 데이터 수집 안정성을 평가하기 위해 지난주 일별 데이터 수집률을 계산해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-11,13:39:50,0,
719,jhpark,265,충청권역에서 2025년 9월 수집된 1분 단위 계측 데이터를 최근 100건만 보여줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:38:56,0,
718,seok,165,충청권역에서 2025년 9월 수집된 1분 단위 계측 데이터를 최근 100건만 보여줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:38:56,0,
717,seok,165,충청권역에서  수집된 1분 단위 계측 데이터를 일자별 최근 100건만 보여줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:38:10,0,
716,seok,165,충청권역에서 오늘 수집된 1분 단위 계측 데이터를 최근 100건만 보여줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-11,13:35:58,0,
715,jhpark,265,강원권역 사업장 목록과 각 사업장이 속한 본부명을 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:31:18,0,
714,seok,165,강원권역 사업장 목록과 각 사업장이 속한 본부명을 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:31:18,0,
713,test001,332,현재 RWIS에서 사용 중인 태그 개수를 본부별로 집계해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-11,13:30:38,0,
712,test001,332,현재 RWIS에서 사용 중인 태그 개수를 본부별로 집계해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-11,13:30:38,0,
